,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout,Election
7528,Tor-Ghar-cum-Mansehra-II,NA-21,Maulana Rab Nawaz tahir,Independent,4832,172537,5660,177071,392364,45.13,2013
7529,Tor-Ghar-cum-Mansehra-II,NA-21,Muhammad Yaqoob,Muttahida Qaumi Movement Pakistan,510,172537,5660,177071,392364,45.13,2013
7530,Tor-Ghar-cum-Mansehra-II,NA-21,Nawabzada Salahuddin Saeed,Pakistan Tehreek-e-Insaf,25615,172537,5660,177071,392364,45.13,2013
7531,Tor-Ghar-cum-Mansehra-II,NA-21,Shoukat Ali Khan,Independent,2152,172537,5660,177071,392364,45.13,2013
7532,BATTAGRAM,NA-22,Akhtar Javid Khan,Pakistan Peoples Party Parliamentarians,105,71236,3400,73339,204979,35.78,2013
7533,BATTAGRAM,NA-22,Alamzeb Khan,Pakistan Muslim League (N),12214,71236,3400,73339,204979,35.78,2013
7534,BATTAGRAM,NA-22,Attaullah Khan Trand,Independent,10698,71236,3400,73339,204979,35.78,2013
7535,BATTAGRAM,NA-22,Baber Khan,Independent,1012,71236,3400,73339,204979,35.78,2013
7536,BATTAGRAM,NA-22,Fida Mohammad,Qaumi Watan Party (Sherpao),168,71236,3400,73339,204979,35.78,2013
7537,BATTAGRAM,NA-22,Mohammad Nawaz Khan,Independent,13092,71236,3400,73339,204979,35.78,2013
7538,BATTAGRAM,NA-22,Mohammad Saleem Malik,Independent,421,71236,3400,73339,204979,35.78,2013
7539,BATTAGRAM,NA-22,Mulana Abdul Baqi Torkhel,Muttahida Qaumi Movement Pakistan,27,71236,3400,73339,204979,35.78,2013
7540,BATTAGRAM,NA-22,Musbah Allah Baber,Independent,252,71236,3400,73339,204979,35.78,2013
7541,BATTAGRAM,NA-22,Naeemullah Khan Trand,Independent,53,71236,3400,73339,204979,35.78,2013
7542,BATTAGRAM,NA-22,Niaz Mohammad Khan,Pakistan Tehreek-e-Insaf,2370,71236,3400,73339,204979,35.78,2013
7543,BATTAGRAM,NA-22,Nisar Ahmad,Jamaat-e-Islami Pakistan,679,71236,3400,73339,204979,35.78,2013
7544,BATTAGRAM,NA-22,Nosherwan Khan,Independent,185,71236,3400,73339,204979,35.78,2013
7545,BATTAGRAM,NA-22,Qari Faqir Mohammad Hazarvi,MUTAHIDA DEENI MAHAZ,344,71236,3400,73339,204979,35.78,2013
7546,BATTAGRAM,NA-22,Qari Mohammad Yousif,Jamiat Ulama-e-Islam (F),18572,71236,3400,73339,204979,35.78,2013
7547,BATTAGRAM,NA-22,Sabir Hussain Shah,Independent,1924,71236,3400,73339,204979,35.78,2013
7548,BATTAGRAM,NA-22,Sardar Malik Jan,Independent,9120,71236,3400,73339,204979,35.78,2013
7549,KOHISTAN,NA-23,Abdul Ghafoor,MUTAHIDA DEENI MAHAZ,530,51565,1022,51121,127028,40.24,2013
7550,KOHISTAN,NA-23,Alhaaj Malak Aurangzeb Khan,Pakistan Muslim League,4997,51565,1022,51121,127028,40.24,2013
7551,KOHISTAN,NA-23,Ameez Khan,Independent,202,51565,1022,51121,127028,40.24,2013
7552,KOHISTAN,NA-23,Dilawar Khan,Independent,254,51565,1022,51121,127028,40.24,2013
7553,KOHISTAN,NA-23,Malak Abad Shah,Independent,3882,51565,1022,51121,127028,40.24,2013
7554,KOHISTAN,NA-23,Malak Syed Ahmad,Pakistan Muslim League (N),11865,51565,1022,51121,127028,40.24,2013
7555,KOHISTAN,NA-23,Mehboobullah Jan Baqi,Jamiat Ulama-e-Islam (F),12337,51565,1022,51121,127028,40.24,2013
7556,KOHISTAN,NA-23,Sarzameen,Independent,17498,51565,1022,51121,127028,40.24,2013
7557,DERA-ISMAIL-KHAN,NA-24,Abdul Aziz,Independent,904,220433,10510,219518,390996,56.14,2013
7558,DERA-ISMAIL-KHAN,NA-24,Ahmad Karim Kundi,Independent,91,220433,10510,219518,390996,56.14,2013
7559,DERA-ISMAIL-KHAN,NA-24,Akram Rasti Gandapur,Independent,163,220433,10510,219518,390996,56.14,2013
7560,DERA-ISMAIL-KHAN,NA-24,Alhaj Khizer Hayat Diyal,Independent,5215,220433,10510,219518,390996,56.14,2013
7561,DERA-ISMAIL-KHAN,NA-24,Alhaj Malik Ghulam Ali Esar,Independent,1052,220433,10510,219518,390996,56.14,2013
7562,DERA-ISMAIL-KHAN,NA-24,Alhaj Sardar Umar Farooq Khan,Independent,1293,220433,10510,219518,390996,56.14,2013
7563,DERA-ISMAIL-KHAN,NA-24,Engineer Dawar Khan Kundi,Independent,80,220433,10510,219518,390996,56.14,2013
7564,DERA-ISMAIL-KHAN,NA-24,Engineer Sher Zaman,Independent,67,220433,10510,219518,390996,56.14,2013
7565,DERA-ISMAIL-KHAN,NA-24,Faisal Karim Kundi,Independent,230,220433,10510,219518,390996,56.14,2013
7566,DERA-ISMAIL-KHAN,NA-24,Faqir Jamshid Ahmad,Pakistan Sariaki Party,868,220433,10510,219518,390996,56.14,2013
7567,DERA-ISMAIL-KHAN,NA-24,Javed Hussan Laghari,Independent,116,220433,10510,219518,390996,56.14,2013
7568,DERA-ISMAIL-KHAN,NA-24,Junaid Tariq Qureshi Advocate,Muttahida Qaumi Movement Pakistan,697,220433,10510,219518,390996,56.14,2013
7569,DERA-ISMAIL-KHAN,NA-24,Khalifa Abdul Qayyum,MUTAHIDA DEENI MAHAZ,749,220433,10510,219518,390996,56.14,2013
7570,DERA-ISMAIL-KHAN,NA-24,Maddo Jan,Independent,666,220433,10510,219518,390996,56.14,2013
7571,DERA-ISMAIL-KHAN,NA-24,Malik Arshad Diyal,Independent,478,220433,10510,219518,390996,56.14,2013
7572,DERA-ISMAIL-KHAN,NA-24,Malik Nisar Ahmad Thind,All Pakistan Muslim League,558,220433,10510,219518,390996,56.14,2013
7573,DERA-ISMAIL-KHAN,NA-24,Mohammad Haroon Awan Advocate,Independent,126,220433,10510,219518,390996,56.14,2013
7574,DERA-ISMAIL-KHAN,NA-24,Mohammad Jibran Shah,Independent,270,220433,10510,219518,390996,56.14,2013
7575,DERA-ISMAIL-KHAN,NA-24,Molana Fazal Ur Rehman,Jamiat Ulama-e-Islam (F),92395,220433,10510,219518,390996,56.14,2013
7576,DERA-ISMAIL-KHAN,NA-24,Muhammad Akmal,Independent,93,220433,10510,219518,390996,56.14,2013
7577,DERA-ISMAIL-KHAN,NA-24,Muhammad Fiaz Qadri,Pakistan Muslim League (J),94,220433,10510,219518,390996,56.14,2013
7578,DERA-ISMAIL-KHAN,NA-24,Mussarat Shaheen,Independent,99,220433,10510,219518,390996,56.14,2013
7579,DERA-ISMAIL-KHAN,NA-24,Mustafa Kundi,Pakistan Tehreek-e-Insaf,21394,220433,10510,219518,390996,56.14,2013
7580,DERA-ISMAIL-KHAN,NA-24,Pir Tufail Ahmad Jan Zakori,Independent,91,220433,10510,219518,390996,56.14,2013
7581,DERA-ISMAIL-KHAN,NA-24,Rehan Malik Advocate,Pakistan Muslim League (N),8501,220433,10510,219518,390996,56.14,2013
7582,DERA-ISMAIL-KHAN,NA-24,Saif Ur Rehman,Independent,145,220433,10510,219518,390996,56.14,2013
7583,DERA-ISMAIL-KHAN,NA-24,Shahid Atta Khiyra,Independent,144,220433,10510,219518,390996,56.14,2013
7584,DERA-ISMAIL-KHAN,NA-24,Syed Zameer Ul Hasnain Shah,Independent,697,220433,10510,219518,390996,56.14,2013
7585,DERA-ISMAIL-KHAN,NA-24,Ubaid Ur Rehman,Independent,1379,220433,10510,219518,390996,56.14,2013
7586,DERA-ISMAIL-KHAN,NA-24,Waqar Ahmad Khan,Pakistan Peoples Party Parliamentarians,67769,220433,10510,219518,390996,56.14,2013
7587,DERA-ISMAIL-KHAN,NA-24,Waseem Rehan Advocate,Independent,2132,220433,10510,219518,390996,56.14,2013
7588,DERA-ISMAIL-KHAN,NA-24,Zahid Mohibullah Khan Advocate,Jamaat-e-Islami Pakistan,392,220433,10510,219518,390996,56.14,2013
7589,D.I.KHAN-CUM-TANK,NA-25,Ahmed Abdullah Zafar,Independent,119,187513,9165,195360,366793,53.26,2013
7590,D.I.KHAN-CUM-TANK,NA-25,Ahmed Karim Kundi,Independent,154,187513,9165,195360,366793,53.26,2013
7591,D.I.KHAN-CUM-TANK,NA-25,Alhaj Sardar Umar Farooq Khan,Independent,2002,187513,9165,195360,366793,53.26,2013
7592,D.I.KHAN-CUM-TANK,NA-25,Engineer Dawar Khan Kundi,Pakistan Tehreek-e-Insaf,47543,187513,9165,195360,366793,53.26,2013
7593,D.I.KHAN-CUM-TANK,NA-25,Faisal Karim Kundi,Pakistan Peoples Party Parliamentarians,46262,187513,9165,195360,366793,53.26,2013
7594,D.I.KHAN-CUM-TANK,NA-25,Faqir Jamshed Ahmed,Pakistan Sariaki Party,2956,187513,9165,195360,366793,53.26,2013
7595,D.I.KHAN-CUM-TANK,NA-25,Ghulam Habib,Independent,582,187513,9165,195360,366793,53.26,2013
7596,D.I.KHAN-CUM-TANK,NA-25,Khan Gul,Independent,116,187513,9165,195360,366793,53.26,2013
7597,D.I.KHAN-CUM-TANK,NA-25,Mohammad Younas Khan Gandapur,Independent,141,187513,9165,195360,366793,53.26,2013
7598,D.I.KHAN-CUM-TANK,NA-25,Mohammad Yousaf Shah,Pakistan Muslim League (N),2871,187513,9165,195360,366793,53.26,2013
7599,D.I.KHAN-CUM-TANK,NA-25,Molana Fazal Rehman,Jamiat Ulama-e-Islam (F),77595,187513,9165,195360,366793,53.26,2013
7600,D.I.KHAN-CUM-TANK,NA-25,Molana Muhammad Zubair Rohani Bazi,Jamiat Ulama-e-Pakistan  (Noorani),1044,187513,9165,195360,366793,53.26,2013
7601,D.I.KHAN-CUM-TANK,NA-25,Muhammad Ajmal,Independent,325,187513,9165,195360,366793,53.26,2013
7602,D.I.KHAN-CUM-TANK,NA-25,Muhammad Aslam Khan,Pakistan Peoples Party (Shaheed Bhutto),71,187513,9165,195360,366793,53.26,2013
7603,D.I.KHAN-CUM-TANK,NA-25,Muhammad Ghalib Kamal Advocate,Independent,128,187513,9165,195360,366793,53.26,2013
7604,D.I.KHAN-CUM-TANK,NA-25,Muhammad Naseer Khan,Independent,915,187513,9165,195360,366793,53.26,2013
7605,D.I.KHAN-CUM-TANK,NA-25,Mustafa Kundi,Independent,2105,187513,9165,195360,366793,53.26,2013
7606,D.I.KHAN-CUM-TANK,NA-25,Pir Muhammad Farooq,Independent,301,187513,9165,195360,366793,53.26,2013
7607,D.I.KHAN-CUM-TANK,NA-25,Zafar Baig Bitani,Independent,2283,187513,9165,195360,366793,53.26,2013
7608,BANNU,NA-26,Abdul Samad Khan,Independent,432,175007,5300,177252,444059,39,2013
7609,BANNU,NA-26,Akram Khan Durrani,Jamiat Ulama-e-Islam (F),78294,175007,5300,177252,444059,39,2013
7610,BANNU,NA-26,Alamgir Khan,Independent,4594,175007,5300,177252,444059,39,2013
7611,BANNU,NA-26,Anwar Saifullah Khan,Pakistan Peoples Party Parliamentarians,2320,175007,5300,177252,444059,39,2013
7612,BANNU,NA-26,Doctor Raham Baz Khan,Independent,806,175007,5300,177252,444059,39,2013
7613,BANNU,NA-26,Faridullah,MUTAHIDA DEENI MAHAZ,112,175007,5300,177252,444059,39,2013
7614,BANNU,NA-26,Hizbullah,All Pakistan Muslim League,52,175007,5300,177252,444059,39,2013
7615,BANNU,NA-26,Imran Khan,Mohajir Qaumi Movement Pakistan,260,175007,5300,177252,444059,39,2013
7616,BANNU,NA-26,Main Asmatullah Shah,Pashtoonkhwa Milli Awami Party,348,175007,5300,177252,444059,39,2013
7617,BANNU,NA-26,Malik Akhtar Ali Khan,Independent,3260,175007,5300,177252,444059,39,2013
7618,BANNU,NA-26,Matiullah Khan,Pakistan Tehreek-e-Insaf,25392,175007,5300,177252,444059,39,2013
7619,BANNU,NA-26,Maulana Nasim Ali Shah,Independent,45270,175007,5300,177252,444059,39,2013
7620,BANNU,NA-26,Muhammad Hayat Khan,Independent,251,175007,5300,177252,444059,39,2013
7621,BANNU,NA-26,Muqarab Khan Wazir,Independent,58,175007,5300,177252,444059,39,2013
7622,BANNU,NA-26,Professor Muhammad Ibrahim Khan,Jamaat-e-Islami Pakistan,12831,175007,5300,177252,444059,39,2013
7623,BANNU,NA-26,Zafar Jehangir Khan,Independent,323,175007,5300,177252,444059,39,2013
7624,LAKKI-MARWAT,NA-27,ABDULLAH KHAN,Pashtoonkhwa Milli Awami Party,121,169216,5277,174492,330921,53,2013
7625,LAKKI-MARWAT,NA-27,ABDUR RAHIM,Independent,37,169216,5277,174492,330921,53,2013
7626,LAKKI-MARWAT,NA-27,ALI SARWAR,Awami National Party,2909,169216,5277,174492,330921,53,2013
7627,LAKKI-MARWAT,NA-27,AMIR NAWAZ KHAN,Independent,118,169216,5277,174492,330921,53,2013
7628,LAKKI-MARWAT,NA-27,AMIRULLAH,Pakistan Tehreek-e-Insaf,18405,169216,5277,174492,330921,53,2013
7629,LAKKI-MARWAT,NA-27,ASGHAR ALI,Independent,219,169216,5277,174492,330921,53,2013
7630,LAKKI-MARWAT,NA-27,FARIDULLAH KHAN,Independent,675,169216,5277,174492,330921,53,2013
7631,LAKKI-MARWAT,NA-27,HAJI MUHAMMAD AKRAM KHAN,Independent,264,169216,5277,174492,330921,53,2013
7632,LAKKI-MARWAT,NA-27,ISHFAQ AHMAD KHAN,Independent,39,169216,5277,174492,330921,53,2013
7633,LAKKI-MARWAT,NA-27,KHAN BAHADER MARWAT,Independent,54,169216,5277,174492,330921,53,2013
7634,LAKKI-MARWAT,NA-27,MOLANA FAZAL REHMAN,Jamiat Ulama-e-Islam (F),85051,169216,5277,174492,330921,53,2013
7635,LAKKI-MARWAT,NA-27,MUHAMMAD HALIM,Independent,4046,169216,5277,174492,330921,53,2013
7636,LAKKI-MARWAT,NA-27,MUHAMMAD JAVED ANWAR KHAN,Pakistan Muslim League,114,169216,5277,174492,330921,53,2013
7637,LAKKI-MARWAT,NA-27,NISAR AHMAD,Independent,75,169216,5277,174492,330921,53,2013
7638,LAKKI-MARWAT,NA-27,QABOOL BIBI,Independent,120,169216,5277,174492,330921,53,2013
7639,LAKKI-MARWAT,NA-27,QUDRATULLAH KHAN,Independent,448,169216,5277,174492,330921,53,2013
7640,LAKKI-MARWAT,NA-27,SAKHI MAR JAN,Jamiat Ulama-e-Pakistan  (Noorani),45,169216,5277,174492,330921,53,2013
7641,LAKKI-MARWAT,NA-27,SALIM SAIFULLAH KHAN,Pakistan Muslim League (N),56824,169216,5277,174492,330921,53,2013
7642,LAKKI-MARWAT,NA-27,ZAHID UR REHMAN,Independent,75,169216,5277,174492,330921,53,2013
7643,BUNER,NA-28,Abdul Rauf,Awami National Party,21151,123029,5188,126255,360019,35.07,2013
7644,BUNER,NA-28,Bakht Zar,Jamiat Ulama-e-Islam (S),258,123029,5188,126255,360019,35.07,2013
7645,BUNER,NA-28,Bakhtiar Ali,Qaumi Watan Party (Sherpao),1927,123029,5188,126255,360019,35.07,2013
7646,BUNER,NA-28,Dawa Khan,Pakistan Muslim League,1344,123029,5188,126255,360019,35.07,2013
7647,BUNER,NA-28,Doctor Sultan Zeb Khan,Pakistan Peoples Party Parliamentarians,530,123029,5188,126255,360019,35.07,2013
7648,BUNER,NA-28,Fanoos Gujar,Awami Workers Party,10039,123029,5188,126255,360019,35.07,2013
7649,BUNER,NA-28,Maulana Haleem ur Rahman,Jamiat Ulama-e-Islam (F),21290,123029,5188,126255,360019,35.07,2013
7650,BUNER,NA-28,Mian Moin Uddin,Pakistan Tehreek-e-Insaf,23336,123029,5188,126255,360019,35.07,2013
7651,BUNER,NA-28,Rashid Imran Khan,Jamiat Ulama-e-Pakistan  (Noorani),306,123029,5188,126255,360019,35.07,2013
7652,BUNER,NA-28,Sarmir Khan,All Pakistan Muslim League,610,123029,5188,126255,360019,35.07,2013
7653,BUNER,NA-28,Sarzamin Khan,Pakistan Muslim League (N),11917,123029,5188,126255,360019,35.07,2013
7654,BUNER,NA-28,Sher Akbar Khan,Jamaat-e-Islami Pakistan,29170,123029,5188,126255,360019,35.07,2013
7655,SWAT-I,NA-29,AKHTAR ALI KHAN,Jamaat-e-Islami Pakistan,11240,178857,6237,184299,521072,35.37,2013
7656,SWAT-I,NA-29,ALI KHAN,Independent,415,178857,6237,184299,521072,35.37,2013
7657,SWAT-I,NA-29,DOST MUHAMMAD KHAN,Pakistan Peoples Party Parliamentarians,7919,178857,6237,184299,521072,35.37,2013
7658,SWAT-I,NA-29,DR SIRAJ UD DIN,Tehreek-e-Pasmanada Awam Pakistan,2798,178857,6237,184299,521072,35.37,2013
7659,SWAT-I,NA-29,KHURSHID ALI,Pashtoonkhwa Milli Awami Party,1743,178857,6237,184299,521072,35.37,2013
7660,SWAT-I,NA-29,MAULANA NIZAM UD DIN,Jamiat Ulama-e-Islam (F),21026,178857,6237,184299,521072,35.37,2013
7661,SWAT-I,NA-29,MOHSIN BADSHAH ADVOCATE,Muttahida Qaumi Movement Pakistan,742,178857,6237,184299,521072,35.37,2013
7662,SWAT-I,NA-29,MURAD SAEED,Pakistan Tehreek-e-Insaf,88513,178857,6237,184299,521072,35.37,2013
7663,SWAT-I,NA-29,MUZAFFAR-UL-MULK,Awami National Party,14690,178857,6237,184299,521072,35.37,2013
7664,SWAT-I,NA-29,PIR SYED,Jamiat Ulama-e-Pakistan  (Noorani),1068,178857,6237,184299,521072,35.37,2013
7665,SWAT-I,NA-29,SADDIQ ALI KHAN,Independent,2152,178857,6237,184299,521072,35.37,2013
7666,SWAT-I,NA-29,SAJAD HUSSAIN,Pakistan Muslim League,834,178857,6237,184299,521072,35.37,2013
7667,SWAT-I,NA-29,SYED MUHAMMAD ALI SHAH BACHA LALA,Pakistan Muslim League (N),24212,178857,6237,184299,521072,35.37,2013
7668,SWAT-I,NA-29,UBAID UR REHMAN,Jumiat Ulma-e-Islam(Nazryati),1505,178857,6237,184299,521072,35.37,2013
7669,SWAT-II,NA-30,Altafullah,Independent,53,158098,7228,165325,460748,35.88,2013
7670,SWAT-II,NA-30,Amir Muqam,Pakistan Muslim League (N),33027,158098,7228,165325,460748,35.88,2013
7671,SWAT-II,NA-30,Amjad Ali Khan,Tehreek-e-Pasmanada Awam Pakistan,1592,158098,7228,165325,460748,35.88,2013
7672,SWAT-II,NA-30,Azam khan,Independent,172,158098,7228,165325,460748,35.88,2013
7673,SWAT-II,NA-30,Badshah Muain,Jamiat Ulama-e-Pakistan  (Noorani),189,158098,7228,165325,460748,35.88,2013
7674,SWAT-II,NA-30,Fazale Subhan,Jamaat-e-Islami Pakistan,11367,158098,7228,165325,460748,35.88,2013
7675,SWAT-II,NA-30,Inzar Gul,Pakistan Muslim League Council,172,158098,7228,165325,460748,35.88,2013
7676,SWAT-II,NA-30,Kamal Shah,Awami Workers Party,1162,158098,7228,165325,460748,35.88,2013
7677,SWAT-II,NA-30,Khurshid,Awami National Party,15595,158098,7228,165325,460748,35.88,2013
7678,SWAT-II,NA-30,Maulana Rasheed Ahmad,MUTAHIDA DEENI MAHAZ,618,158098,7228,165325,460748,35.88,2013
7679,SWAT-II,NA-30,Mehmood,Independent,304,158098,7228,165325,460748,35.88,2013
7680,SWAT-II,NA-30,Muhammad Bashir Khan,Independent,2519,158098,7228,165325,460748,35.88,2013
7681,SWAT-II,NA-30,Muhammad Hafeezur Rahman,Jamiat Ulama-e-Islam (F),16704,158098,7228,165325,460748,35.88,2013
7682,SWAT-II,NA-30,Muhammad Mukhtiar,Pashtoonkhwa Milli Awami Party,2739,158098,7228,165325,460748,35.88,2013
7683,SWAT-II,NA-30,Muhammad Musa Khan,Independent,686,158098,7228,165325,460748,35.88,2013
7684,SWAT-II,NA-30,Muhammad Nazeer,Jumiat Ulma-e-Islam(Nazryati),741,158098,7228,165325,460748,35.88,2013
7685,SWAT-II,NA-30,Muhammad Tahir Khan,Independent,143,158098,7228,165325,460748,35.88,2013
7686,SWAT-II,NA-30,Mumtaz Hussain,Independent,338,158098,7228,165325,460748,35.88,2013
7687,SWAT-II,NA-30,Nairoz Mian,Independent,2579,158098,7228,165325,460748,35.88,2013
7688,SWAT-II,NA-30,Said Ahmad Khan,Independent,333,158098,7228,165325,460748,35.88,2013
7689,SWAT-II,NA-30,Salim Rehman,Pakistan Tehreek-e-Insaf,49976,158098,7228,165325,460748,35.88,2013
7690,SWAT-II,NA-30,Sher Bahadar,Independent,114,158098,7228,165325,460748,35.88,2013
7691,SWAT-II,NA-30,Syed Allauddin,Pakistan Peoples Party Parliamentarians,16373,158098,7228,165325,460748,35.88,2013
7692,SWAT-II,NA-30,Talhayat Khan,Independent,699,158098,7228,165325,460748,35.88,2013
7693,SHANGLA,NA-31,ABDUR RAJ KHAN,Pakistan Muslim League,252,92744,4093,93978,296723,31.67,2013
7694,SHANGLA,NA-31,DOCTOR MUHAMMAD ANWAR SHAH,Jamaat-e-Islami Pakistan,4579,92744,4093,93978,296723,31.67,2013
7695,SHANGLA,NA-31,ENGINEER HAMID IQBAL KHAN,Pakistan Peoples Party Parliamentarians,11061,92744,4093,93978,296723,31.67,2013
7696,SHANGLA,NA-31,FANOOS GUJAR,Awami Workers Party,3954,92744,4093,93978,296723,31.67,2013
7697,SHANGLA,NA-31,GHAZANFAR ANJUM YOUSAFZAI  ADVOCATE,Mohajir Qaumi Movement Pakistan,134,92744,4093,93978,296723,31.67,2013
7698,SHANGLA,NA-31,IBADULLAH,Pakistan Muslim League (N),30916,92744,4093,93978,296723,31.67,2013
7699,SHANGLA,NA-31,MAULANA QARI MUSHTAQ AHMAD,Independent,3986,92744,4093,93978,296723,31.67,2013
7700,SHANGLA,NA-31,MIAN NAZIR RAHMAN,Independent,63,92744,4093,93978,296723,31.67,2013
7701,SHANGLA,NA-31,NAWAZ MEHMOOD KHAN,Pakistan Tehreek-e-Insaf,6120,92744,4093,93978,296723,31.67,2013
7702,SHANGLA,NA-31,RAHAT HUSSAIN,Jamiat Ulama-e-Islam (F),8407,92744,4093,93978,296723,31.67,2013
7703,SHANGLA,NA-31,SADID UR RAHMAN,Awami National Party,21682,92744,4093,93978,296723,31.67,2013
7704,SHANGLA,NA-31,SAFEER KHAN,Independent,1590,92744,4093,93978,296723,31.67,2013
7705,CHITRAL,NA-32,Abdul Akbar Chitrali,Jamaat-e-Islami Pakistan,20520,124946,6574,131520,208810,63.66,2013
7706,CHITRAL,NA-32,Abdul Latif,Pakistan Tehreek-e-Insaf,24182,124946,6574,131520,208810,63.66,2013
7707,CHITRAL,NA-32,Asma Mehmood,Independent,587,124946,6574,131520,208810,63.66,2013
7708,CHITRAL,NA-32,Hidayat ur Rehman,Jamiat Ulama-e-Islam (F),15928,124946,6574,131520,208810,63.66,2013
7709,CHITRAL,NA-32,Iftikhar ud Din,All Pakistan Muslim League,29772,124946,6574,131520,208810,63.66,2013
7710,CHITRAL,NA-32,Irshad Alam Khan,Tehreek-e-Pasmanada Awam Pakistan,3948,124946,6574,131520,208810,63.66,2013
7711,CHITRAL,NA-32,Kamal Abdul Jamil,Independent,0,124946,6574,131520,208810,63.66,2013
7712,CHITRAL,NA-32,Muhammad Hakeem Khan,Pakistan Peoples Party Parliamentarians,19877,124946,6574,131520,208810,63.66,2013
7713,CHITRAL,NA-32,Muhammad Yahya,Independent,941,124946,6574,131520,208810,63.66,2013
7714,CHITRAL,NA-32,Muhammad Younas,Pakistan Muslim League (N),2463,124946,6574,131520,208810,63.66,2013
7715,CHITRAL,NA-32,Syed Muzafar Ali Shah Jan,Awami National Party,6728,124946,6574,131520,208810,63.66,2013
7716,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Farooq Ahmad,Tehreek-e-Pasmanada Awam Pakistan,309,115473,4360,118279,368035,32.14,2013
7717,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Malak Muhammad Zeb Khan,Pakistan Muslim League (N),17343,115473,4360,118279,368035,32.14,2013
7718,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Maulana Fazli Azeem,Jamiat Ulama-e-Islam (F),6567,115473,4360,118279,368035,32.14,2013
7719,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Muhammad Ameer Khan,Independent,447,115473,4360,118279,368035,32.14,2013
7720,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Muhammad Nawaz,Pakistan Tehreek-e-Insaf,15397,115473,4360,118279,368035,32.14,2013
7721,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Muhammad Zeb,All Pakistan Muslim League,441,115473,4360,118279,368035,32.14,2013
7722,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Najam ud Din Khan,Pakistan Peoples Party Parliamentarians,26803,115473,4360,118279,368035,32.14,2013
7723,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Naveed Anjum Khan,Awami National Party,4262,115473,4360,118279,368035,32.14,2013
7724,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Sahibzada Tariq Ullah,Jamaat-e-Islami Pakistan,42582,115473,4360,118279,368035,32.14,2013
7725,UPPER-DIR-CUM-LOWER-DIN-(OLD-UPPER-DIR,NA-33,Umar Zeb Khan,Pakistan Muslim League,1322,115473,4360,118279,368035,32.14,2013
7726,LOWER-DIR,NA-34,Abdul Hanan,MUTAHIDA DEENI MAHAZ,77,149331,5364,152181,504694,30.15,2013
7727,LOWER-DIR,NA-34,Alam Khan,Independent,2218,149331,5364,152181,504694,30.15,2013
7728,LOWER-DIR,NA-34,Farid Khan Yousafzai,Pakistan Muslim League (N),5818,149331,5364,152181,504694,30.15,2013
7729,LOWER-DIR,NA-34,Fazlullah,Jamiat Ulama-e-Islam (F),22552,149331,5364,152181,504694,30.15,2013
7730,LOWER-DIR,NA-34,Haji Muhammad Umar,Tehreek-e-Pasmanada Awam Pakistan,7206,149331,5364,152181,504694,30.15,2013
7731,LOWER-DIR,NA-34,Hayatullah Khan Sadat,Independent,163,149331,5364,152181,504694,30.15,2013
7732,LOWER-DIR,NA-34,Malak Azmat Khan,Pakistan Peoples Party Parliamentarians,6275,149331,5364,152181,504694,30.15,2013
7733,LOWER-DIR,NA-34,Malak Rahmatullah,Independent,185,149331,5364,152181,504694,30.15,2013
7734,LOWER-DIR,NA-34,Mst Nasrat Begum,Independent,187,149331,5364,152181,504694,30.15,2013
7735,LOWER-DIR,NA-34,Muhammad Azam Khan,Awami National Party,8959,149331,5364,152181,504694,30.15,2013
7736,LOWER-DIR,NA-34,Muhammad Bashir Khan,Pakistan Tehreek-e-Insaf,45066,149331,5364,152181,504694,30.15,2013
7737,LOWER-DIR,NA-34,Shafiur Rahman,All Pakistan Muslim League,159,149331,5364,152181,504694,30.15,2013
7738,LOWER-DIR,NA-34,Shahib Zada Muhammad Yaqub,Jamaat-e-Islami Pakistan,49475,149331,5364,152181,504694,30.15,2013
7739,LOWER-DIR,NA-34,Syed Nasar Shah,Independent,181,149331,5364,152181,504694,30.15,2013
7740,MALAKAND-P-AREA,NA-35,Alamgir,Independent,411,138984,4362,142962,311172,45.95,2013
7741,MALAKAND-P-AREA,NA-35,Alhaj Muhammad Khan,Independent,193,138984,4362,142962,311172,45.95,2013
7742,MALAKAND-P-AREA,NA-35,Bacha Hussain,Independent,972,138984,4362,142962,311172,45.95,2013
7743,MALAKAND-P-AREA,NA-35,Bakhtiar Maani,Jamaat-e-Islami Pakistan,16397,138984,4362,142962,311172,45.95,2013
